black_id,black_rating 
gleb763                                                                                             ,1418
oncevatan                                                                                           ,1392
tacticalyokel                                                                                       ,1402
whiteslon                                                                                           ,1396
wiliiliw                                                                                            ,1229
gibsonlespaul                                                                                       ,1398
leatherback                                                                                         ,1405
casparouf                                                                                           ,1669
grekers                                                                                             ,1474
laki60                                                                                              ,1620
celalsg                                                                                             ,1335
dmitryrustamovich                                                                                   ,1500
headtaker158                                                                                        ,1420
fill391                                                                                             ,1306
andrew-rus-kursk                                                                                    ,1457
turman                                                                                              ,1272
thevicentesilva98                                                                                   ,1056
heinzdieter                                                                                         ,1248
r2d4check                                                                                           ,1650
andrei80                                                                                            ,1520
nakul2300                                                                                           ,1480
vianneycorinne                                                                                      ,1158
morgane10                                                                                           ,1268
list777                                                                                             ,1141
warnado                                                                                             ,1244
ilmercury                                                                                           ,1443
romain2006                                                                                          ,1261
mr47                                                                                                ,1423
godson19                                                                                            ,1567
freshkid                                                                                            ,2203
elsonfariasbarbosa                                                                                  ,1701
erikweisz                                                                                           ,1324
deepak22101987                                                                                      ,1472
d8336                                                                                               ,1382
afysan                                                                                              ,1556
adesso                                                                                              ,1632
berlioz52                                                                                           ,1612
wschiefele                                                                                          ,1460
gengargrin                                                                                          ,1579
desalemare92                                                                                        ,1514
mendelevo                                                                                           ,1347
jownatan                                                                                            ,1754
supaproximalsix                                                                                     ,1528
faas85                                                                                              ,1414
pepette1998                                                                                         ,1427
aev                                                                                                 ,1614
superpackoff                                                                                        ,1932
rouka                                                                                               ,1754
dildil                                                                                              ,1639
schlendryan                                                                                         ,1569
dorzheevab                                                                                          ,1356
jaja23                                                                                              ,1681
laira                                                                                               ,1567
thegasmask                                                                                          ,1346
twiki                                                                                               ,1445
moniuska                                                                                            ,1297
kostastas                                                                                           ,1391
ereneymenb                                                                                          ,1300
andriuxa-80                                                                                         ,1479
ephialtes                                                                                           ,1435
an55                                                                                                ,1377
lumago                                                                                              ,1462
kuramateca                                                                                          ,1651
mertoksuz                                                                                           ,1522
trueleo                                                                                             ,1642
avodh                                                                                               ,1453
viktorr                                                                                             ,1464
brianc444                                                                                           ,1301
stockfish_level_0                                                                                   ,1441
chess5345                                                                                           ,1540
zoi2010                                                                                             ,1587
vilar                                                                                               ,1633
wahyuef                                                                                             ,1487
cedrus                                                                                              ,1767
vijayalakshmi                                                                                       ,1523
kalliope                                                                                            ,1579
deni88                                                                                              ,1406
alex198013                                                                                          ,1594
ultimatedestiny                                                                                     ,1368
petr-klyunkov                                                                                       ,1666
antoinepetrov                                                                                       ,1510
alejandro_spb                                                                                       ,1380
moussamech                                                                                          ,1690
zapala                                                                                              ,1492
traka1                                                                                              ,1546
majid509                                                                                            ,1543
hakanclkrs                                                                                          ,1642
nikfom57                                                                                            ,1634
maco-cambodia                                                                                       ,1553
amro16                                                                                              ,1710
kadmon96                                                                                            ,1575
cescos                                                                                              ,1500
ambulance                                                                                           ,1642
arielatom                                                                                           ,1533
fognightmare                                                                                        ,1508
rustysnake1                                                                                         ,1617
ottox8                                                                                              ,1560
pirataazul                                                                                          ,1637
charles1259                                                                                         ,1656
zenhunter                                                                                           ,1585
arashad                                                                                             ,1663
fazouane                                                                                            ,1436
foxfran                                                                                             ,1472
nasserhsn                                                                                           ,1498
power_pcp                                                                                           ,1889
bobbky                                                                                              ,1395
kmoz                                                                                                ,1345
lio83390                                                                                            ,1442
adelko                                                                                              ,1465
pcaptains9__4                                                                                       ,1375
anandanpaldurai                                                                                     ,1431
zztopillo                                                                                           ,1477
chegovny                                                                                            ,1550
shagrath777                                                                                         ,1500
gus30cali                                                                                           ,1360
mojo-jojo                                                                                           ,1322
curtisptrsn                                                                                         ,1293
dimitris76                                                                                          ,1871
stefan_he                                                                                           ,1683
marcelods                                                                                           ,1757
artesano08                                                                                          ,1840
duke01                                                                                              ,1964
nexovec                                                                                             ,1717
ralex2010                                                                                           ,1783
preductor                                                                                           ,1698
krm06                                                                                               ,1315
denisgodunov                                                                                        ,1582
ydanako                                                                                             ,1585
suntzuxxv                                                                                           ,1538
colinconnor814                                                                                      ,1747
edilsonpery                                                                                         ,1695
calebl                                                                                              ,1543
jcotton648                                                                                          ,1705
ferjara                                                                                             ,1499
louisferdinand                                                                                      ,1566
rezahatamiiiii                                                                                      ,1759
armawansyah7                                                                                        ,1779
ilyadjscjd                                                                                          ,1600
chesspina                                                                                           ,1520
blacktal1899                                                                                        ,1534
snatchpato                                                                                          ,2101
massardo                                                                                            ,1815
voltimand                                                                                           ,1536
seisseisseis                                                                                        ,1512
bekely                                                                                              ,1430
nik_kurta                                                                                           ,1594
walshark                                                                                            ,1464
lizimari                                                                                            ,1301
lekope                                                                                              ,1889
howard666                                                                                           ,1223
arpanasa                                                                                            ,1500
xedfr                                                                                               ,1669
mhm12                                                                                               ,1544
lorddaniels                                                                                         ,1667
juanma206                                                                                           ,1693
oldsock                                                                                             ,1259
willconquer                                                                                         ,1907
fabio_magagnin57                                                                                    ,1776
noobemani                                                                                           ,1806
sakrat1                                                                                             ,1502
fluffyduck                                                                                          ,1404
rezarooodzard                                                                                       ,1874
zzblesk                                                                                             ,1991
avas                                                                                                ,1889
procjon99                                                                                           ,1721
yusuf72                                                                                             ,1712
custommods                                                                                          ,1686
zinedine100                                                                                         ,1875
vaclavjonas                                                                                         ,1738
guerreiro99                                                                                         ,1745
ellelawliet1                                                                                        ,1649
danko_25                                                                                            ,1885
haithmnedhal                                                                                        ,1515
capsaicin1                                                                                          ,1500
ufrason2006                                                                                         ,1645
zodiac15                                                                                            ,1500
feelmyheat                                                                                          ,1757
maremmabuhaiola                                                                                     ,1772
mikhail_riemann                                                                                     ,1746
massillo                                                                                            ,1462
blindhen                                                                                            ,1487
hambilton                                                                                           ,1657
evgenromanov                                                                                        ,1874
thefloyd                                                                                            ,1655
faresanta                                                                                           ,1871
talion90                                                                                            ,1580
abel233                                                                                             ,1904
divone                                                                                              ,1744
aletranger                                                                                          ,1955
mehdi____kargozari                                                                                  ,1623
manapbk                                                                                             ,1941
zaki_ryad                                                                                           ,1382
deveauxolivier                                                                                      ,1440
caramelo1948                                                                                        ,1465
adryy                                                                                               ,1140
evgen_chess21                                                                                       ,1510
petrovich1949                                                                                       ,1644
piamater                                                                                            ,1500
ssnow                                                                                               ,1280
maxweell                                                                                            ,1293
tigersounak                                                                                         ,1492
laredefa                                                                                            ,1441
mukrisp                                                                                             ,1700
tisamene                                                                                            ,1671
emis2004                                                                                            ,1708
mr35vn                                                                                              ,1744
vfhcbr                                                                                              ,1764
pablopereyra                                                                                        ,1641
huseyin48                                                                                           ,1768
totoro07                                                                                            ,1677
alkanna                                                                                             ,1696
aquileni                                                                                            ,1721
marisav                                                                                             ,1786
ferbia                                                                                              ,1704
oleg-tsebro                                                                                         ,1658
ismail141977                                                                                        ,1691
chertyvgolove                                                                                       ,1655
gggggggggggggggg123                                                                                 ,1729
mytilini                                                                                            ,1688
bahram5596                                                                                          ,1746
rico_bombeiro                                                                                       ,1828
valdejinate                                                                                         ,1885
elvis1997                                                                                           ,2193
dunkelzahn                                                                                          ,1974
leandro_rania                                                                                       ,2189
arema                                                                                               ,1763
giox1812                                                                                            ,1494
cheesover                                                                                           ,1414
stocksstar                                                                                          ,1736
kabuto87                                                                                            ,1650
marenostrum27                                                                                       ,1651
edwmpg                                                                                              ,2084
aogorek                                                                                             ,2007
adilsonconciani                                                                                     ,1859
shadi-p                                                                                             ,2446
peymanpenman                                                                                        ,1602
exix                                                                                                ,1921
albertlai431                                                                                        ,1702
dknox06                                                                                             ,1263
plab59                                                                                              ,1834
dalige                                                                                              ,1500
harveyg123                                                                                          ,1923
tunisinov                                                                                           ,1967
thenowhereman                                                                                       ,1938
pashtunboy                                                                                          ,1947
lzm994                                                                                              ,2032
mohammad_rahmani_74                                                                                 ,2161
aiutoooooooo                                                                                        ,2002
olegrun                                                                                             ,1920
ankit_007                                                                                           ,1999
krzysiuchess                                                                                        ,1954
iamicad                                                                                             ,1961
daniyal_rysaev                                                                                      ,2085
graulsnc                                                                                            ,1930
kemchik                                                                                             ,1946
realpawn                                                                                            ,1165
juansnow                                                                                            ,1513
chirulito                                                                                           ,1472
sergeydianov2573                                                                                    ,1873
trianovitz                                                                                          ,1683
geostarsofy                                                                                         ,1664
hollodrijo                                                                                          ,1664
angelinric                                                                                          ,1832
longines                                                                                            ,1927
jamal2400                                                                                           ,1752
skalamoosh                                                                                          ,1874
simon_kevin                                                                                         ,1916
osama1973                                                                                           ,1659
tanishgup                                                                                           ,1155
guru200773                                                                                          ,1734
rizainmgr                                                                                           ,1752
viva_la_ukraine                                                                                     ,1447
blood_knight                                                                                        ,1722
latex94                                                                                             ,1661
pollo0808                                                                                           ,1577
bhanglei                                                                                            ,1524
puma24                                                                                              ,1785
choupah                                                                                             ,1683
osterzone                                                                                           ,1637
vlod12                                                                                              ,1522
babadouk                                                                                            ,1877
juantaka                                                                                            ,1758
bryanay                                                                                             ,1443
xaviergabriel                                                                                       ,1837
asxetilas                                                                                           ,1855
blumirror                                                                                           ,2154
khurbon                                                                                             ,1872
reubpear                                                                                            ,1625
sebasproo                                                                                           ,1673
alalkant                                                                                            ,1500
hansdampf                                                                                           ,1844
hogen                                                                                               ,1802
anton_kaktus                                                                                        ,1229
ebzr                                                                                                ,1500
desumark                                                                                            ,1644
alexmerak                                                                                           ,1457
feedbackplease                                                                                      ,1741
jordi5515                                                                                           ,1569
hexen34                                                                                             ,1591
maher71                                                                                             ,1500
yashvantkumar                                                                                       ,1756
rubikstein                                                                                          ,1580
pitagphh                                                                                            ,1500
olevahh                                                                                             ,1624
martinm9                                                                                            ,1579
arrchess                                                                                            ,1609
kaplan5555                                                                                          ,1631
mauricio-30                                                                                         ,1603
angelfire                                                                                           ,1581
babbage                                                                                             ,1720
flame74                                                                                             ,1553
qazser                                                                                              ,1664
yesman81                                                                                            ,1691
druwbary69                                                                                          ,1577
koshwine-myanmar                                                                                    ,1569
odisei62                                                                                            ,1514
elpaco                                                                                              ,1597
training1997                                                                                        ,936
knightsidecastle                                                                                    ,1192
gilbertvai                                                                                          ,2270
politovsky                                                                                          ,1890
bla_bla                                                                                             ,2280
abdiellopez4                                                                                        ,1080
matheusdelavy07                                                                                     ,1305
walterwhite97                                                                                       ,1368
wellsaid                                                                                            ,2158
paolo1810                                                                                           ,1696
jorgejlrodrigues                                                                                    ,1695
eruditbattle_ru                                                                                     ,2024
depechetoi                                                                                          ,1525
shmulke                                                                                             ,1503
czechrep                                                                                            ,1515
apashe                                                                                              ,1576
delfoscabernard                                                                                     ,1535
karlooorgh                                                                                          ,1587
rodri9ro9                                                                                           ,1541
diego12joander                                                                                      ,1488
yomomma                                                                                             ,1564
fradi55                                                                                             ,1549
smilepls                                                                                            ,1564
victor68                                                                                            ,1526
bendomo                                                                                             ,1596
drive777                                                                                            ,1525
sappata                                                                                             ,1719
brunotartiste                                                                                       ,1482
mahdiizad                                                                                           ,1775
shud                                                                                                ,1128
harveyfu                                                                                            ,1053
ferma23                                                                                             ,1222
kosmomysl                                                                                           ,1500
bappy6465                                                                                           ,1303
babblingboy                                                                                         ,1372
keoribeiro1                                                                                         ,1401
idontalreadyexist                                                                                   ,1510
stonekilla13                                                                                        ,1722
josevelasco                                                                                         ,1437
chopptimus                                                                                          ,1548
alcewere                                                                                            ,1785
sairamsandeep                                                                                       ,1451
rdho                                                                                                ,1340
chessenthusiast07                                                                                   ,1121
beastnators                                                                                         ,1088
ali_h                                                                                               ,1475
lon123456789                                                                                        ,1888
taper1                                                                                              ,1464
ilkerozyurek                                                                                        ,1955
baraka4                                                                                             ,1711
the_x_clasher                                                                                       ,1834
tuldoc                                                                                              ,1825
kinesof                                                                                             ,1849
pparla                                                                                              ,1406
khemar                                                                                              ,1909
marik1988                                                                                           ,1498
joaodiasneto                                                                                        ,1500
ilham87                                                                                             ,1302
ivkaoss                                                                                             ,1362
luisgdantas                                                                                         ,1475
perekop                                                                                             ,1656
alev293                                                                                             ,1716
sepiroth                                                                                            ,2219
philipp77                                                                                           ,2395
brucewayne100                                                                                       ,1500
element4life                                                                                        ,1190
viperdios                                                                                           ,1257
federico96                                                                                          ,1500
ilio                                                                                                ,1349
jovica26                                                                                            ,1964
kemamd                                                                                              ,1431
jiburiru                                                                                            ,1319
kuba_pavlicek                                                                                       ,1500
gianniboy                                                                                           ,1500
mr_jingles                                                                                          ,1381
danya068                                                                                            ,1300
haddock_1985                                                                                        ,1414
ttfer_1521                                                                                          ,1471
francoy1989                                                                                         ,1500
markosbueno                                                                                         ,1437
marc199                                                                                             ,1339
smilsydov                                                                                           ,2236
aaabbb111222                                                                                        ,1772
eroeffnungsverkacker                                                                                ,2030
hubks                                                                                               ,1320
ggcarmelo                                                                                           ,1688
superyoid                                                                                           ,1599
bojar                                                                                               ,1830
celot                                                                                               ,1819
mattecj09                                                                                           ,1108
dadhole                                                                                             ,1571
nulnul                                                                                              ,1537
dexter_ni                                                                                           ,2002
kondesa                                                                                             ,1890
emendorfer                                                                                          ,2198
chessxixona                                                                                         ,2004
tardigardi                                                                                          ,2108
pavel_308                                                                                           ,2015
snow65                                                                                              ,2335
tal-capa                                                                                            ,2311
